id	name	desc	url	type	P12078	P852
the-room	The Room	2018 video game	https://www.metacritic.com/game/the-room/	Q7889	1300155213	Q14864328
the-room-vr-a-dark-matter	The Room VR: A Dark Matter	2020 video game	https://www.metacritic.com/game/the-room-vr-a-dark-matter/	Q7889	1300512484	Q14864328
the-rub-rabbits	The Rub Rabbits!	2006 video game	https://www.metacritic.com/game/the-rub-rabbits/	Q7889	1300025214	Q14864330
the-rumble-fish-2	The Rumble Fish 2	2022 video game	https://www.metacritic.com/game/the-rumble-fish-2/	Q7889	1300023643	Q14864330
the-saboteur	The Saboteur	2009 video game	https://www.metacritic.com/game/the-saboteur/	Q7889	1300030675	Q14864331
the-sacred-rings	The Sacred Rings	2007 video game	https://www.metacritic.com/game/the-sacred-rings/	Q7889	1300024614	
the-saga-of-ryzom	The Saga of Ryzom	2004 video game	https://www.metacritic.com/game/the-saga-of-ryzom/	Q7889	1300018571	Q14864330
the-scorpion-king-rise-of-the-akkadian	The Scorpion King: Rise of the Akkadian	2002 video game	https://www.metacritic.com/game/the-scorpion-king-rise-of-the-akkadian/	Q7889	1300004102	Q14864330
the-scorpion-king-sword-of-osiris	The Scorpion King: Sword of Osiris	2002 video game	https://www.metacritic.com/game/the-scorpion-king-sword-of-osiris/	Q7889	1300004101	Q14864328
the-scourge-project-episodes-1-and-2	The Scourge Project: Episodes 1 and 2	2010 video game	https://www.metacritic.com/game/the-scourge-project-episodes-1-and-2/	Q7889	1300032761	
the-secret-of-monkey-island-special-edition	The Secret of Monkey Island: Special Edition	2009 video game	https://www.metacritic.com/game/the-secret-of-monkey-island-special-edition/	Q7889	1300043997	
the-secret-saturdays-beasts-of-the-5th-sun	The Secret Saturdays: Beasts of the 5th Sun	2009 video game	https://www.metacritic.com/game/the-secret-saturdays-beasts-of-the-5th-sun/	Q7889	1300043898	
the-secret-world	The Secret World	2012 video game	https://www.metacritic.com/game/the-secret-world/	Q7889	1300030976	Q14864331
the-secrets-of-atlantis	The Secrets of Atlantis	2007 video game	https://www.metacritic.com/game/the-secrets-of-atlantis/	Q7889	1300027510	Q14864330
the-secrets-of-da-vinci-the-forbidden-manuscript	The Secrets of Da Vinci: The Forbidden Manuscript	2006 video game	https://www.metacritic.com/game/the-secrets-of-da-vinci-the-forbidden-manuscript/	Q7889	1300026613	
the-serpent-rogue	The Serpent Rogue	2022 video game	https://www.metacritic.com/game/the-serpent-rogue/	Q7889	1300542227	
the-settlers-7-paths-to-a-kingdom	The Settlers 7: Paths to a Kingdom	2010 video game	https://www.metacritic.com/game/the-settlers-7-paths-to-a-kingdom/	Q7889	1300056673	
the-settlers-history-collection	The Settlers History Collection	2018 video game	https://www.metacritic.com/game/the-settlers-history-collection/	Q7889	1300489873	
the-settlers-new-allies	The Settlers: New Allies	2023 video game	https://www.metacritic.com/game/the-settlers-new-allies/	Q7889	1300489874	
the-settlers-rise-of-an-empire	The Settlers: Rise of an Empire	2007 video game	https://www.metacritic.com/game/the-settlers-rise-of-an-empire/	Q7889	1300028880	
the-seven-deadly-sins-knights-of-britannia	The Seven Deadly Sins: Knights of Britannia	2018 video game	https://www.metacritic.com/game/the-seven-deadly-sins-knights-of-britannia/	Q7889	1300469185	Q14864330
the-sexy-brutale	The Sexy Brutale	2017 video game	https://www.metacritic.com/game/the-sexy-brutale/	Q7889	1300464198	Q14864330
the-shapeshifting-detective	The Shapeshifting Detective	2018 video game	https://www.metacritic.com/game/the-shapeshifting-detective/	Q7889	1300488405	Q14864330
the-shattering	The Shattering	2020 video game	https://www.metacritic.com/game/the-shattering/	Q7889	1300500473	
the-shield-the-game	The Shield: The Game	2007 video game	https://www.metacritic.com/game/the-shield-the-game/	Q7889	1300020503	Q14864331
the-ship-2006	The Ship (2006)	2006 video game	https://www.metacritic.com/game/the-ship-2006/	Q7889	1300026832	Q14864330
the-shoot	The Shoot	2010 video game	https://www.metacritic.com/game/the-shoot/	Q7889	1300057099	Q14864330
the-shore	THE SHORE	2021 video game	https://www.metacritic.com/game/the-shore/	Q7889	1300516311	
the-showdown-effect	The Showdown Effect	2013 video game	https://www.metacritic.com/game/the-showdown-effect/	Q7889	1300136263	
the-shrouded-isle	The Shrouded Isle	2017 video game	https://www.metacritic.com/game/the-shrouded-isle/	Q7889	1300461068	
the-signal-from-tolva	The Signal From Tolva	2017 video game	https://www.metacritic.com/game/the-signal-from-tolva/	Q7889	1300465125	
the-signifier	The Signifier	2020 video game	https://www.metacritic.com/game/the-signifier/	Q7889	1300514316	
the-silent-hill-experience	The Silent Hill Experience	2006 video game	https://www.metacritic.com/game/the-silent-hill-experience/	Q7889	1300026869	
the-silver-case	The Silver Case	2017 video game	https://www.metacritic.com/game/the-silver-case/	Q7889	1300011866	Q14864331
the-silver-case-2425	The Silver Case 2425	2021 video game	https://www.metacritic.com/game/the-silver-case-2425/	Q7889	1300469915	Q14864331
the-simpsons-arcade-game	The Simpsons Arcade Game	2012 video game	https://www.metacritic.com/game/the-simpsons-arcade-game/	Q7889	1300132828	
the-simpsons-game	The Simpsons Game	2007 video game	https://www.metacritic.com/game/the-simpsons-game/	Q7889	1300030951	Q14864330
the-simpsons-skateboarding	The Simpsons Skateboarding	2002 video game	https://www.metacritic.com/game/the-simpsons-skateboarding/	Q7889	1300004649	Q14864330
the-simpsons-wrestling	The Simpsons Wrestling	2001 video game	https://www.metacritic.com/game/the-simpsons-wrestling/	Q7889	1300002640	Q14864330
the-simpsons-hit-and-run	The Simpsons: Hit & Run	2003 video game	https://www.metacritic.com/game/the-simpsons-hit-and-run/	Q7889	1300018338	Q14864330
the-simpsons-road-rage	The Simpsons: Road Rage	2001 video game	https://www.metacritic.com/game/the-simpsons-road-rage/	Q7889	1300003716	Q14864330
the-sims	The Sims	2000 video game	https://www.metacritic.com/game/the-sims/	Q7889	1300000336	Q14864330
the-sims-2	The Sims 2	2004 video game	https://www.metacritic.com/game/the-sims-2/	Q7889	1300018393	Q14864330
the-sims-2-apartment-life	The Sims 2 Apartment Life	2008 video game	https://www.metacritic.com/game/the-sims-2-apartment-life/	Q7889	1300035803	Q14864330
the-sims-2-seasons	The Sims 2 Seasons	2007 video game	https://www.metacritic.com/game/the-sims-2-seasons/	Q7889	1300029466	Q14864330
the-sims-2-university	The Sims 2 University	2005 video game	https://www.metacritic.com/game/the-sims-2-university/	Q7889	1300018395	Q14864330
the-sims-2-apartment-pets	The Sims 2: Apartment Pets	2008 video game	https://www.metacritic.com/game/the-sims-2-apartment-pets/	Q7889	1300035804	Q14864328
the-sims-2-bon-voyage	The Sims 2: Bon Voyage	2007 video game	https://www.metacritic.com/game/the-sims-2-bon-voyage/	Q7889	1300031069	Q14864330
the-sims-2-castaway	The Sims 2: Castaway	2007 video game	https://www.metacritic.com/game/the-sims-2-castaway/	Q7889	1300029682	Q14864330
the-sims-2-freetime	The Sims 2: FreeTime	2008 video game	https://www.metacritic.com/game/the-sims-2-freetime/	Q7889	1300033679	Q14864330
the-sims-2-nightlife	The Sims 2: Nightlife	2005 video game	https://www.metacritic.com/game/the-sims-2-nightlife/	Q7889	1300023671	Q14864330
the-sims-2-open-for-business	The Sims 2: Open for Business	2006 video game	https://www.metacritic.com/game/the-sims-2-open-for-business/	Q7889	1300025558	Q14864330
the-sims-2-pets	The Sims 2: Pets	2006 video game	https://www.metacritic.com/game/the-sims-2-pets/	Q7889	1300027118	Q14864330
the-sims-3	The Sims 3	2009 video game	https://www.metacritic.com/game/the-sims-3/	Q7889	1300029222	Q14864330
the-sims-3-seasons	The Sims 3 Seasons	2012 video game	https://www.metacritic.com/game/the-sims-3-seasons/	Q7889	1300029246	Q14864330
the-sims-3-supernatural	The Sims 3 Supernatural	2012 video game	https://www.metacritic.com/game/the-sims-3-supernatural/	Q7889	1300029244	Q14864330
the-sims-3-ambitions	The Sims 3: Ambitions	2010 video game	https://www.metacritic.com/game/the-sims-3-ambitions/	Q7889	1300029223	Q14864330
the-sims-3-generations	The Sims 3: Generations	2011 video game	https://www.metacritic.com/game/the-sims-3-generations/	Q7889	1300029230	Q14864330
the-sims-3-into-the-future	The Sims 3: Into the Future	2013 video game	https://www.metacritic.com/game/the-sims-3-into-the-future/	Q7889	1300029255	Q14864330
the-sims-3-late-night-expansion-pack	The Sims 3: Late Night Expansion Pack	2010 video game	https://www.metacritic.com/game/the-sims-3-late-night-expansion-pack/	Q7889	1300029228	Q14864330
the-sims-3-pets	The Sims 3: Pets	2011 video game	https://www.metacritic.com/game/the-sims-3-pets/	Q7889	1300029231	Q14864330
the-sims-3-pets-2011	The Sims 3: Pets (2011)	2011 video game	https://www.metacritic.com/game/the-sims-3-pets-2011/	Q7889	1300108573	Q14864330
the-sims-3-showtime	The Sims 3: Showtime	2012 video game	https://www.metacritic.com/game/the-sims-3-showtime/	Q7889	1300029239	Q14864330
the-sims-3-university-life	The Sims 3: University Life	2013 video game	https://www.metacritic.com/game/the-sims-3-university-life/	Q7889	1300029249	Q14864330
the-sims-3-world-adventures	The Sims 3: World Adventures	2009 video game	https://www.metacritic.com/game/the-sims-3-world-adventures/	Q7889	1300029224	Q14864330
the-sims-4	The Sims 4	2014 video game	https://www.metacritic.com/game/the-sims-4/	Q7889	1300181563	Q14864330
the-sims-4-cats-and-dogs	The Sims 4: Cats & Dogs	2017 video game	https://www.metacritic.com/game/the-sims-4-cats-and-dogs/	Q7889	1300472355	Q14864330
the-sims-4-city-living	The Sims 4: City Living	2016 video game	https://www.metacritic.com/game/the-sims-4-city-living/	Q7889	1300460551	Q14864330
the-sims-4-cottage-living	The Sims 4: Cottage Living	2021 video game	https://www.metacritic.com/game/the-sims-4-cottage-living/	Q7889	1300539342	Q14864330
the-sims-4-discover-university	The Sims 4: Discover University	2019 video game	https://www.metacritic.com/game/the-sims-4-discover-university/	Q7889	1300508066	Q14864330
the-sims-4-eco-lifestyle	The Sims 4: Eco Lifestyle	2020 video game	https://www.metacritic.com/game/the-sims-4-eco-lifestyle/	Q7889	1300516673	Q14864330
the-sims-4-for-rent	The Sims 4: For Rent	2023 video game	https://www.metacritic.com/game/the-sims-4-for-rent/	Q7889	1300619089	Q14864330
the-sims-4-get-famous	The Sims 4: Get Famous	2018 video game	https://www.metacritic.com/game/the-sims-4-get-famous/	Q7889	1300492231	Q14864330
the-sims-4-get-to-work	The Sims 4: Get to Work	2015 video game	https://www.metacritic.com/game/the-sims-4-get-to-work/	Q7889	1300395989	Q14864330
the-sims-4-get-together	The Sims 4: Get Together	2015 video game	https://www.metacritic.com/game/the-sims-4-get-together/	Q7889	1300450846	Q14864330
the-sims-4-growing-together	The Sims 4: Growing Together	2023 video game	https://www.metacritic.com/game/the-sims-4-growing-together/	Q7889	1300591422	Q14864330
the-sims-4-high-school-years	The Sims 4: High School Years	2022 video game	https://www.metacritic.com/game/the-sims-4-high-school-years/	Q7889	1300573329	Q14864330
the-sims-4-horse-ranch	The Sims 4: Horse Ranch	2023 video game	https://www.metacritic.com/game/the-sims-4-horse-ranch/	Q7889	1300598419	Q14864330
the-sims-4-island-living	The Sims 4: Island Living	2019 video game	https://www.metacritic.com/game/the-sims-4-island-living/	Q7889	1300501877	Q14864330
the-sims-4-outdoor-retreat	The Sims 4: Outdoor Retreat	2015 video game	https://www.metacritic.com/game/the-sims-4-outdoor-retreat/	Q7889	1300390107	Q14864330
the-sims-4-paranormal-stuff-pack	The Sims 4: Paranormal Stuff Pack	2021 video game	https://www.metacritic.com/game/the-sims-4-paranormal-stuff-pack/	Q7889	1300530283	Q14864330
the-sims-4-realm-of-magic	The Sims 4: Realm of Magic	2019 video game	https://www.metacritic.com/game/the-sims-4-realm-of-magic/	Q7889	1300506399	Q14864330
the-sims-4-seasons	The Sims 4: Seasons	2018 video game	https://www.metacritic.com/game/the-sims-4-seasons/	Q7889	1300486095	Q14864330
the-sims-4-snowy-escape	The Sims 4: Snowy Escape	2020 video game	https://www.metacritic.com/game/the-sims-4-snowy-escape/	Q7889	1300525890	Q14864330
the-sims-4-werewolves	The Sims 4: Werewolves	2022 video game	https://www.metacritic.com/game/the-sims-4-werewolves/	Q7889	1300572604	Q14864330
the-sims-bustin-out	The Sims Bustin' Out	2003 video game	https://www.metacritic.com/game/the-sims-bustin-out/	Q7889	1300018422	Q14864330
the-sims-medieval	The Sims Medieval	2011 video game	https://www.metacritic.com/game/the-sims-medieval/	Q7889	1300082562	Q14864330
the-sims-medieval-pirates-and-nobles	The Sims Medieval: Pirates & Nobles	2011 video game	https://www.metacritic.com/game/the-sims-medieval-pirates-and-nobles/	Q7889	1300111761	Q14864330
the-sims-online	The Sims Online	2002 video game	https://www.metacritic.com/game/the-sims-online/	Q7889	1300003717	Q14864330
the-sims-hot-date	The Sims: Hot Date	2001 video game	https://www.metacritic.com/game/the-sims-hot-date/	Q7889	1300003838	Q14864330
the-sims-house-party	The Sims: House Party	2001 video game	https://www.metacritic.com/game/the-sims-house-party/	Q7889	1300003266	Q14864330
the-sims-life-stories	The Sims: Life Stories	2007 video game	https://www.metacritic.com/game/the-sims-life-stories/	Q7889	1300029680	Q14864330
the-sims-livin-large	The Sims: Livin' Large	2000 video game	https://www.metacritic.com/game/the-sims-livin-large/	Q7889	1300002787	Q14864330
the-sims-makin-magic	The Sims: Makin' Magic	2003 video game	https://www.metacritic.com/game/the-sims-makin-magic/	Q7889	1300000338	Q14864330
the-sims-pet-stories	The Sims: Pet Stories	2007 video game	https://www.metacritic.com/game/the-sims-pet-stories/	Q7889	1300029681	Q14864330
the-sims-superstar	The Sims: Superstar	2003 video game	https://www.metacritic.com/game/the-sims-superstar/	Q7889	1300000337	Q14864330
the-sims-unleashed	The Sims: Unleashed	2002 video game	https://www.metacritic.com/game/the-sims-unleashed/	Q7889	1300004845	Q14864330
the-sims-vacation	The Sims: Vacation	2002 video game	https://www.metacritic.com/game/the-sims-vacation/	Q7889	1300004240	Q14864330
the-sinking-city	The Sinking City	2019 video game	https://www.metacritic.com/game/the-sinking-city/	Q7889	1300282561	Q14864331
the-sky-crawlers-innocent-aces	The Sky Crawlers: Innocent Aces	2010 video game	https://www.metacritic.com/game/the-sky-crawlers-innocent-aces/	Q7889	1300034984	Q14864330
the-smurfs-mission-vileaf	The Smurfs: Mission Vileaf	2021 video game	https://www.metacritic.com/game/the-smurfs-mission-vileaf/	Q7889	1300517023	Q14864328
the-sojourn	The Sojourn	2019 video game	https://www.metacritic.com/game/the-sojourn/	Q7889	1300488882	Q14864328
the-solitaire-conspiracy	The Solitaire Conspiracy	2020 video game	https://www.metacritic.com/game/the-solitaire-conspiracy/	Q7889	1300524090	
the-solus-project	The Solus Project	2016 video game	https://www.metacritic.com/game/the-solus-project/	Q7889	1300440531	
the-sopranos	The Sopranos: Road to Respect	2006 video game	https://www.metacritic.com/game/the-sopranos/	Q7889	1300026956	Q14864331
the-spectrum-retreat	The Spectrum Retreat	2018 video game	https://www.metacritic.com/game/the-spectrum-retreat/	Q7889	1300483967	Q14864330
the-spiderwick-chronicles	The Spiderwick Chronicles	2008 video game	https://www.metacritic.com/game/the-spiderwick-chronicles/	Q7889	1300033116	
the-splatters	The Splatters	2012 video game	https://www.metacritic.com/game/the-splatters/	Q7889	1300089401	Q14864328
the-spongebob-squarepants-movie	The SpongeBob SquarePants Movie	2004 video game	https://www.metacritic.com/game/the-spongebob-squarepants-movie/	Q7889	1300020617	Q14864328
the-stanley-parable	The Stanley Parable	2013 video game	https://www.metacritic.com/game/the-stanley-parable/	Q7889	1300193905	
the-stanley-parable-ultra-deluxe	The Stanley Parable: Ultra Deluxe	2022 video game	https://www.metacritic.com/game/the-stanley-parable-ultra-deluxe/	Q7889	1300494285	
the-starship-damrey	The Starship Damrey	2013 video game	https://www.metacritic.com/game/the-starship-damrey/	Q7889	1300179135	Q14864330
the-station	The Station	2018 video game	https://www.metacritic.com/game/the-station/	Q7889	1300463194	Q14864330
the-stillness-of-the-wind	The Stillness of the Wind	2019 video game	https://www.metacritic.com/game/the-stillness-of-the-wind/	Q7889	1300484076	
the-sting	The Sting!	2001 video game	https://www.metacritic.com/game/the-sting/	Q7889	1300003770	Q14864328
the-stretchers	The Stretchers	2019 video game	https://www.metacritic.com/game/the-stretchers/	Q7889	1300508921	Q14864328
the-suffering	The Suffering	2004 video game	https://www.metacritic.com/game/the-suffering/	Q7889	1300018303	Q14864331
the-suffering-ties-that-bind	The Suffering: Ties That Bind	2005 video game	https://www.metacritic.com/game/the-suffering-ties-that-bind/	Q7889	1300022960	Q14864331
the-suicide-of-rachel-foster	The Suicide of Rachel Foster	2020 video game	https://www.metacritic.com/game/the-suicide-of-rachel-foster/	Q7889	1300510023	
the-sum-of-all-fears	The Sum of All Fears	2002 video game	https://www.metacritic.com/game/the-sum-of-all-fears/	Q7889	1300004515	Q14864330
the-sun-and-moon	The Sun and Moon	2017 video game	https://www.metacritic.com/game/the-sun-and-moon/	Q7889	1300321923	Q14864328
the-sundew	The Sundew	2021 video game	https://www.metacritic.com/game/the-sundew/	Q7889	1300530840	
the-surge	The Surge	2017 video game	https://www.metacritic.com/game/the-surge/	Q7889	1300450882	Q14864331
the-surge-2	The Surge 2	2019 video game	https://www.metacritic.com/game/the-surge-2/	Q7889	1300481638	Q14864331
the-survivalists	The Survivalists	2020 video game	https://www.metacritic.com/game/the-survivalists/	Q7889	1300510282	
the-swapper	The Swapper	2013 video game	https://www.metacritic.com/game/the-swapper/	Q7889	1300150480	
the-swindle	The Swindle	2015 video game	https://www.metacritic.com/game/the-swindle/	Q7889	1300444916	
the-swords-of-ditto	The Swords of Ditto	2018 video game	https://www.metacritic.com/game/the-swords-of-ditto/	Q7889	1300468349	
the-swords-of-ditto-mormos-curse	The Swords of Ditto: Mormo's Curse	2019 video game	https://www.metacritic.com/game/the-swords-of-ditto-mormos-curse/	Q7889	1300500094	
the-takeover	The TakeOver	2020 video game	https://www.metacritic.com/game/the-takeover/	Q7889	1300454785	Q14864330
the-tales-of-bearsworth-manor-chaotic-conflicts	The Tales of Bearsworth Manor: Chaotic Conflicts	2010 video game	https://www.metacritic.com/game/the-tales-of-bearsworth-manor-chaotic-conflicts/	Q7889	1300078984	Q14864328
the-tales-of-bearsworth-manor-puzzling-pages	The Tales of Bearsworth Manor: Puzzling Pages	2010 video game	https://www.metacritic.com/game/the-tales-of-bearsworth-manor-puzzling-pages/	Q7889	1300078985	Q14864328
the-talos-principle	The Talos Principle	2014 video game	https://www.metacritic.com/game/the-talos-principle/	Q7889	1300287017	Q14864330
the-talos-principle-2	The Talos Principle 2	2023 video game	https://www.metacritic.com/game/the-talos-principle-2/	Q7889	1300595971	
the-talos-principle-deluxe-edition	The Talos Principle: Deluxe Edition	2015 video game	https://www.metacritic.com/game/the-talos-principle-deluxe-edition/	Q7889	1300510281	Q14864330
the-talos-principle-road-to-gehenna	The Talos Principle: Road To Gehenna	2015 video game	https://www.metacritic.com/game/the-talos-principle-road-to-gehenna/	Q7889	1300450543	
the-tartarus-key	The Tartarus Key	2023 video game	https://www.metacritic.com/game/the-tartarus-key/	Q7889	1300538996	
the-technomancer	The Technomancer	2016 video game	https://www.metacritic.com/game/the-technomancer/	Q7889	1300418096	Q14864331
the-temple-of-elemental-evil	The Temple of Elemental Evil	2003 video game	https://www.metacritic.com/game/the-temple-of-elemental-evil/	Q7889	1300018109	Q14864330
the-terminator-dawn-of-fate	The Terminator: Dawn of Fate	2002 video game	https://www.metacritic.com/game/the-terminator-dawn-of-fate/	Q7889	1300003907	Q14864330
the-testament-of-sherlock-holmes	The Testament of Sherlock Holmes	2012 video game	https://www.metacritic.com/game/the-testament-of-sherlock-holmes/	Q7889	1300076417	Q14864331
the-texas-chain-saw-massacre	The Texas Chain Saw Massacre	2023 video game	https://www.metacritic.com/game/the-texas-chain-saw-massacre/	Q7889	1300553287	
the-textorcist-the-story-of-ray-bibbia	The Textorcist: The Story of Ray Bibbia	2019 video game	https://www.metacritic.com/game/the-textorcist-the-story-of-ray-bibbia/	Q7889	1300492003	
the-thin-silence	The Thin Silence	2018 video game	https://www.metacritic.com/game/the-thin-silence/	Q7889	1300483795	
the-thing	The Thing	2002 video game	https://www.metacritic.com/game/the-thing/	Q7889	1300003263	Q14864331
the-three-musketeers-one-for-all	The Three Musketeers: One for All!	2009 video game	https://www.metacritic.com/game/the-three-musketeers-one-for-all/	Q7889	1300043156	Q14864328
the-three-stooges	The Three Stooges	2002 video game	https://www.metacritic.com/game/the-three-stooges/	Q7889	1300004510	Q14864328
the-tiny-bang-story	The Tiny Bang Story	2011 video game	https://www.metacritic.com/game/the-tiny-bang-story/	Q7889	1300103541	
the-tomb-raider-trilogy	The Tomb Raider Trilogy	2011 video game	https://www.metacritic.com/game/the-tomb-raider-trilogy/	Q7889	1300095879	Q14864330
the-tomorrow-children	The Tomorrow Children	2016 video game	https://www.metacritic.com/game/the-tomorrow-children/	Q7889	1300307997	Q14864330
the-touryst	The Touryst	2019 video game	https://www.metacritic.com/game/the-touryst/	Q7889	1300505564	Q14864328
the-tower-sp	The Tower SP	2006 video game	https://www.metacritic.com/game/the-tower-sp/	Q7889	1300023393	Q14864328
the-town-of-light	The Town of Light	2017 video game	https://www.metacritic.com/game/the-town-of-light/	Q7889	1300454295	Q14864331
the-turing-test	The Turing Test	2016 video game	https://www.metacritic.com/game/the-turing-test/	Q7889	1300455658	
the-typing-of-the-dead	The Typing of the Dead	2001 video game	https://www.metacritic.com/game/the-typing-of-the-dead/	Q7889	1300002490	Q14864331
the-typing-of-the-dead-overkill	The Typing of The Dead: Overkill	2013 video game	https://www.metacritic.com/game/the-typing-of-the-dead-overkill/	Q7889	1300221427	Q14864331
the-uncertain-light-at-the-end	The Uncertain: Light at the End	2020 video game	https://www.metacritic.com/game/the-uncertain-light-at-the-end/	Q7889	1300491502	
the-undergarden	The UnderGarden	2010 video game	https://www.metacritic.com/game/the-undergarden/	Q7889	1300088909	Q14864328
the-unexpected-quest	The Unexpected Quest	2021 video game	https://www.metacritic.com/game/the-unexpected-quest/	Q7889	1300516567	
the-unfinished-swan	The Unfinished Swan	2012 video game	https://www.metacritic.com/game/the-unfinished-swan/	Q7889	1300142165	
the-urbz-sims-in-the-city	The Urbz: Sims in the City	2004 video game	https://www.metacritic.com/game/the-urbz-sims-in-the-city/	Q7889	1300020793	Q14864330
the-vale-shadow-of-the-crown	The Vale: Shadow of the Crown	2021 video game	https://www.metacritic.com/game/the-vale-shadow-of-the-crown/	Q7889	1300540566	
the-valiant	The Valiant	2022 video game	https://www.metacritic.com/game/the-valiant/	Q7889	1300571068	Q14864330
the-vanishing-of-ethan-carter	The Vanishing of Ethan Carter	2014 video game	https://www.metacritic.com/game/the-vanishing-of-ethan-carter/	Q7889	1300171903	Q14864331
the-videokid	The VideoKid	2018 video game	https://www.metacritic.com/game/the-videokid/	Q7889	1300464380	
the-void	The Void	2009 video game	https://www.metacritic.com/game/the-void/	Q7889	1300053643	
the-walking-dead-onslaught	The Walking Dead Onslaught	2020 video game	https://www.metacritic.com/game/the-walking-dead-onslaught/	Q7889	1300500781	Q14864331
the-walking-dead-400-days	The Walking Dead: 400 Days	2013 video game	https://www.metacritic.com/game/the-walking-dead-400-days/	Q7889	1300161802	Q14864331
the-walking-dead-a-telltale-games-series	The Walking Dead: A Telltale Games Series	2012 video game	https://www.metacritic.com/game/the-walking-dead-a-telltale-games-series/	Q7889	1300161801	
the-walking-dead-a-telltale-games-series-game-of	The Walking Dead: A Telltale Games Series - Game of the Year Edition	2013 video game	https://www.metacritic.com/game/the-walking-dead-a-telltale-games-series-game-of/	Q7889	1300223275	Q14864331
the-walking-dead-episode-1-a-new-day	The Walking Dead: Episode 1 - A New Day	2012 video game	https://www.metacritic.com/game/the-walking-dead-episode-1-a-new-day/	Q7889	1300099271	Q14864331
the-walking-dead-episode-2-starved-for-help	The Walking Dead: Episode 2 - Starved for Help	2012 video game	https://www.metacritic.com/game/the-walking-dead-episode-2-starved-for-help/	Q7889	1300141452	Q14864331
the-walking-dead-episode-3-long-road-ahead	The Walking Dead: Episode 3 - Long Road Ahead	2012 video game	https://www.metacritic.com/game/the-walking-dead-episode-3-long-road-ahead/	Q7889	1300141453	Q14864331
the-walking-dead-episode-4-around-every-corner	The Walking Dead: Episode 4 - Around Every Corner	2012 video game	https://www.metacritic.com/game/the-walking-dead-episode-4-around-every-corner/	Q7889	1300141454	Q14864331
the-walking-dead-episode-5-no-time-left	The Walking Dead: Episode 5 - No Time Left	2012 video game	https://www.metacritic.com/game/the-walking-dead-episode-5-no-time-left/	Q7889	1300141455	Q14864331
the-walking-dead-michonne-a-telltale-miniseries	The Walking Dead: Michonne - A Telltale Miniseries	2016 video game	https://www.metacritic.com/game/the-walking-dead-michonne-a-telltale-miniseries/	Q7889	1300440527	Q14864331
the-walking-dead-michonne-episode-1-in-too-deep	The Walking Dead: Michonne - Episode 1: In Too Deep	2016 video game	https://www.metacritic.com/game/the-walking-dead-michonne-episode-1-in-too-deep/	Q7889	1300454890	
the-walking-dead-michonne-episode-2-give-no	The Walking Dead: Michonne - Episode 2: Give No Shelter	2016 video game	https://www.metacritic.com/game/the-walking-dead-michonne-episode-2-give-no/	Q7889	1300454893	
the-walking-dead-michonne-episode-3-what-we	The Walking Dead: Michonne - Episode 3: What We Deserve	2016 video game	https://www.metacritic.com/game/the-walking-dead-michonne-episode-3-what-we/	Q7889	1300454894	
the-walking-dead-saints-and-sinners	The Walking Dead: Saints & Sinners	2020 video game	https://www.metacritic.com/game/the-walking-dead-saints-and-sinners/	Q7889	1300488538	Q14864331
the-walking-dead-saints-and-sinners-chapter-2	The Walking Dead: Saints & Sinners - Chapter 2: Retribution	2023 video game	https://www.metacritic.com/game/the-walking-dead-saints-and-sinners-chapter-2/	Q7889	1300569243	Q14864331
the-walking-dead-season-two	The Walking Dead: Season Two - A Telltale Games Series	2013 video game	https://www.metacritic.com/game/the-walking-dead-season-two/	Q7889	1300221297	Q14864331
the-walking-dead-season-two-episode-one	The Walking Dead: Season Two Episode 1 - All That Remains	2013 video game	https://www.metacritic.com/game/the-walking-dead-season-two-episode-one/	Q7889	1300221429	Q14864331
the-walking-dead-season-two-episode-two	The Walking Dead: Season Two Episode 2 - A House Divided	2014 video game	https://www.metacritic.com/game/the-walking-dead-season-two-episode-two/	Q7889	1300221430	Q14864331
the-walking-dead-season-two-episode-three	The Walking Dead: Season Two Episode 3 - In Harm's Way	2014 video game	https://www.metacritic.com/game/the-walking-dead-season-two-episode-three/	Q7889	1300221431	Q14864331
the-walking-dead-season-two-episode-four	The Walking Dead: Season Two Episode 4 - Amid the Ruins	2014 video game	https://www.metacritic.com/game/the-walking-dead-season-two-episode-four/	Q7889	1300221428	Q14864331
the-walking-dead-season-two-episode-five	The Walking Dead: Season Two Episode 5 - No Going Back	2014 video game	https://www.metacritic.com/game/the-walking-dead-season-two-episode-five/	Q7889	1300221432	Q14864331
the-walking-dead-survival-instinct	The Walking Dead: Survival Instinct	2013 video game	https://www.metacritic.com/game/the-walking-dead-survival-instinct/	Q7889	1300148423	Q14864331
the-walking-dead-the-telltale-definitive-series	The Walking Dead: The Telltale Definitive Series	2019 video game	https://www.metacritic.com/game/the-walking-dead-the-telltale-definitive-series/	Q7889	1300499816	Q14864331
the-walking-dead-the-telltale-series-a-new	The Walking Dead: The Telltale Series - A New Frontier	2016 video game	https://www.metacritic.com/game/the-walking-dead-the-telltale-series-a-new/	Q7889	1300458476	Q14864331
the-walking-dead-the-telltale-series-a-new-2	The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One	2016 video game	https://www.metacritic.com/game/the-walking-dead-the-telltale-series-a-new-2/	Q7889	1300463321	
